"churn","monthly_bill","gender","millenial","clanmembership","platformsince","avatar","internet_connect","extrapro_account","contract_length","customer_support","payment_type"
"No",105.2,"Male","Gen Z","Yes",54,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"No",19.55,"Male","Gen Z","No",42,"Yes","Base DSL_16MB/S","No","One year","Yes","PrePaid"
"No",79.75,"Female","Gen Z","Yes",9,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",97.45,"Female","Gen Z","No",63,"Yes","Fiber optic","Yes","Two year","No","Bank transfer (automatic)"
"No",24.25,"Female","Gen Z","Yes",69,"Yes","Base DSL_16MB/S","Yes","Two year","No","Bank transfer (automatic)"
"No",24.6,"Female","Gen Z","No",69,"Yes","Base DSL_16MB/S","Yes","Two year","No","Credit card (automatic)"
"No",39.6,"Male","Gen Z","No",60,"No","DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"Yes",94.4,"Female","Gen Z","No",4,"Yes","Fiber optic","No","Month-to-month","Yes","Bank transfer (automatic)"
"No",89.85,"Female","Millenial","No",71,"Yes","DSL_16MB/S","Yes","Two year","No","PrePaid"
"No",53.85,"Male","Gen Z","No",39,"Yes","DSL_16MB/S","Yes","Two year","Yes","Credit card (automatic)"
"No",24.25,"Female","Gen Z","No",38,"Yes","Base DSL_16MB/S","Yes","One year","Yes","Electronic check"
"No",89.45,"Male","Gen Z","No",52,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"No",105.25,"Female","Gen Z","Yes",48,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",59.5,"Male","Gen Z","Yes",70,"No","DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"No",82.5,"Female","Gen Z","No",50,"Yes","DSL_16MB/S","Yes","One year","Yes","Credit card (automatic)"
"No",61.6,"Male","Gen Z","Yes",25,"Yes","DSL_16MB/S","No","One year","Yes","Bank transfer (automatic)"
"No",49.05,"Male","Gen Z","No",12,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Bank transfer (automatic)"
"Yes",105.65,"Male","Millenial","Yes",39,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",74.65,"Male","Gen Z","No",7,"Yes","Fiber optic","No","Month-to-month","No","PrePaid"
"No",66.25,"Female","Gen Z","Yes",23,"Yes","DSL_16MB/S","No","One year","Yes","PrePaid"
"No",19.4,"Male","Gen Z","No",27,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",86.05,"Male","Millenial","No",47,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",19.15,"Male","Gen Z","Yes",26,"Yes","Base DSL_16MB/S","No","Two year","Yes","Credit card (automatic)"
"Yes",64.7,"Female","Gen Z","Yes",14,"Yes","DSL_16MB/S","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"Yes",104.05,"Female","Millenial","Yes",11,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",19.25,"Male","Gen Z","No",2,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",81.95,"Female","Gen Z","Yes",26,"Yes","Fiber optic","No","Month-to-month","No","Electronic check"
"No",20,"Female","Gen Z","Yes",63,"Yes","Base DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"No",88.95,"Female","Gen Z","No",13,"Yes","DSL_16MB/S","Yes","Two year","No","Credit card (automatic)"
"No",75.5,"Female","Gen Z","Yes",32,"Yes","Fiber optic","No","Month-to-month","Yes","Bank transfer (automatic)"
"No",60.25,"Female","Gen Z","No",3,"Yes","DSL_16MB/S","Yes","Month-to-month","Yes","Electronic check"
"Yes",95.15,"Female","Gen Z","No",2,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",40.35,"Female","Gen Z","No",41,"No","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",18.85,"Female","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Month-to-month","No","Electronic check"
"No",64.3,"Female","Gen Z","Yes",52,"Yes","DSL_16MB/S","No","One year","Yes","PrePaid"
"No",76.1,"Male","Gen Z","Yes",70,"Yes","DSL_16MB/S","Yes","Two year","No","Credit card (automatic)"
"No",18.7,"Female","Gen Z","No",53,"Yes","Base DSL_16MB/S","No","Two year","No","PrePaid"
"No",95.1,"Female","Millenial","Yes",23,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"Yes",31.35,"Male","Gen Z","No",1,"No","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",72.35,"Female","Gen Z","No",67,"Yes","DSL_16MB/S","No","One year","Yes","Bank transfer (automatic)"
"Yes",89.75,"Female","Gen Z","No",12,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",82.7,"Female","Millenial","Yes",71,"Yes","DSL_16MB/S","Yes","Two year","Yes","Bank transfer (automatic)"
"No",53.8,"Female","Gen Z","No",5,"Yes","DSL_16MB/S","Yes","Month-to-month","Yes","Electronic check"
"No",51.55,"Male","Gen Z","No",26,"Yes","DSL_16MB/S","Yes","One year","Yes","Credit card (automatic)"
"No",19.65,"Male","Gen Z","Yes",1,"Yes","Base DSL_16MB/S","No","One year","No","PrePaid"
"Yes",94.4,"Male","Gen Z","Yes",60,"Yes","Fiber optic","No","One year","Yes","Electronic check"
"No",100.4,"Female","Millenial","Yes",32,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",19.85,"Male","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",54.25,"Female","Gen Z","No",14,"Yes","DSL_16MB/S","Yes","One year","Yes","PrePaid"
"No",79.2,"Female","Gen Z","No",46,"Yes","DSL_16MB/S","Yes","Two year","No","PrePaid"
"No",94.3,"Male","Millenial","Yes",43,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",49.8,"Male","Gen Z","No",39,"Yes","DSL_16MB/S","No","Two year","Yes","Bank transfer (automatic)"
"Yes",60.05,"Male","Millenial","No",21,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Bank transfer (automatic)"
"No",53.75,"Male","Gen Z","No",57,"No","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",93.45,"Female","Gen Z","Yes",53,"Yes","Fiber optic","No","One year","Yes","Electronic check"
"No",87.9,"Male","Gen Z","Yes",18,"Yes","Fiber optic","No","Month-to-month","Yes","PrePaid"
"Yes",60.15,"Female","Gen Z","No",1,"Yes","DSL_16MB/S","Yes","Month-to-month","Yes","Electronic check"
"No",61.05,"Female","Gen Z","Yes",58,"Yes","DSL_16MB/S","Yes","One year","Yes","Bank transfer (automatic)"
"No",104.05,"Female","Millenial","No",71,"Yes","Fiber optic","Yes","Two year","No","Bank transfer (automatic)"
"No",99.25,"Female","Gen Z","No",35,"Yes","Fiber optic","No","One year","Yes","Electronic check"
"No",104.85,"Male","Gen Z","No",38,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"Yes",90.45,"Male","Gen Z","No",7,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",74.45,"Female","Gen Z","No",47,"Yes","DSL_16MB/S","No","Two year","No","PrePaid"
"No",60,"Female","Millenial","Yes",20,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",85.25,"Male","Gen Z","Yes",66,"Yes","DSL_16MB/S","Yes","Two year","No","Electronic check"
"No",104.5,"Male","Gen Z","No",37,"Yes","Fiber optic","Yes","One year","Yes","Credit card (automatic)"
"Yes",94.25,"Male","Gen Z","Yes",53,"Yes","Fiber optic","No","One year","Yes","Bank transfer (automatic)"
"No",25,"Female","Gen Z","No",60,"Yes","Base DSL_16MB/S","Yes","Two year","No","PrePaid"
"No",25.55,"Male","Gen Z","Yes",18,"No","DSL_16MB/S","No","Month-to-month","No","Credit card (automatic)"
"Yes",74.9,"Male","Gen Z","No",1,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",70.15,"Female","Gen Z","No",3,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",69.4,"Female","Gen Z","No",9,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Credit card (automatic)"
"Yes",80.25,"Female","Gen Z","No",1,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",93.15,"Male","Gen Z","Yes",56,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"Yes",69,"Male","Gen Z","Yes",17,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",69.55,"Male","Gen Z","No",7,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",20.2,"Female","Gen Z","Yes",69,"Yes","Base DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"Yes",80.3,"Female","Gen Z","Yes",3,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",23.75,"Male","Gen Z","Yes",62,"Yes","Base DSL_16MB/S","Yes","One year","Yes","Credit card (automatic)"
"Yes",90.55,"Male","Gen Z","No",24,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",70.45,"Female","Gen Z","Yes",62,"Yes","DSL_16MB/S","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",65.75,"Male","Gen Z","No",17,"Yes","DSL_16MB/S","Yes","Month-to-month","No","Bank transfer (automatic)"
"No",24.6,"Male","Gen Z","No",9,"No","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"Yes",75.9,"Female","Gen Z","No",2,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",45.85,"Male","Gen Z","Yes",1,"Yes","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",24.65,"Female","Gen Z","Yes",72,"Yes","Base DSL_16MB/S","Yes","Two year","No","Bank transfer (automatic)"
"No",87.2,"Male","Gen Z","Yes",47,"Yes","Fiber optic","Yes","Month-to-month","No","Electronic check"
"Yes",78.3,"Male","Gen Z","Yes",34,"Yes","Fiber optic","No","Month-to-month","No","Electronic check"
"No",105.85,"Male","Gen Z","No",54,"Yes","Fiber optic","No","One year","Yes","Electronic check"
"No",98.3,"Male","Millenial","Yes",61,"Yes","Fiber optic","Yes","One year","Yes","PrePaid"
"Yes",76.95,"Male","Gen Z","No",3,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",19.45,"Male","Gen Z","No",13,"Yes","Base DSL_16MB/S","No","One year","No","PrePaid"
"Yes",96.15,"Female","Millenial","No",16,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",58.7,"Female","Gen Z","Yes",3,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Credit card (automatic)"
"No",20.15,"Male","Gen Z","No",25,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",64.5,"Male","Gen Z","No",30,"Yes","DSL_16MB/S","Yes","Month-to-month","Yes","PrePaid"
"No",28.5,"Female","Gen Z","Yes",21,"No","DSL_16MB/S","No","Month-to-month","No","Electronic check"
"Yes",45.3,"Male","Gen Z","No",1,"Yes","DSL_16MB/S","No","Month-to-month","No","Electronic check"
"No",90.45,"Male","Millenial","Yes",23,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",105.15,"Female","Gen Z","Yes",45,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",90.15,"Female","Gen Z","No",11,"Yes","Fiber optic","Yes","Month-to-month","No","Electronic check"
"No",103.2,"Female","Gen Z","Yes",56,"Yes","Fiber optic","Yes","Two year","No","Bank transfer (automatic)"
"Yes",75.8,"Female","Gen Z","No",1,"Yes","Fiber optic","No","Month-to-month","No","Electronic check"
"No",19.45,"Male","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Month-to-month","No","Electronic check"
"Yes",79.3,"Female","Gen Z","No",7,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",88.8,"Female","Millenial","Yes",55,"Yes","Fiber optic","No","Two year","No","Credit card (automatic)"
"No",34.2,"Female","Millenial","No",45,"No","DSL_16MB/S","No","One year","No","Electronic check"
"No",20.15,"Female","Gen Z","No",47,"Yes","Base DSL_16MB/S","No","Two year","No","PrePaid"
"Yes",95.25,"Female","Millenial","No",46,"Yes","Fiber optic","No","One year","No","Credit card (automatic)"
"No",50.3,"Male","Gen Z","No",2,"Yes","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",80.15,"Female","Gen Z","Yes",2,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",51.25,"Female","Gen Z","Yes",12,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"Yes",89.6,"Female","Millenial","Yes",68,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",95.2,"Male","Gen Z","Yes",69,"Yes","Fiber optic","No","Two year","Yes","Credit card (automatic)"
"No",94.8,"Male","Millenial","No",56,"Yes","Fiber optic","No","One year","No","Credit card (automatic)"
"No",80.25,"Female","Millenial","No",4,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",110.15,"Male","Gen Z","Yes",59,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"No",115.55,"Male","Gen Z","Yes",62,"Yes","Fiber optic","Yes","Two year","No","Bank transfer (automatic)"
"No",24.65,"Male","Gen Z","Yes",63,"Yes","Base DSL_16MB/S","Yes","Two year","No","Credit card (automatic)"
"No",53.6,"Female","Gen Z","No",53,"No","DSL_16MB/S","No","One year","Yes","Electronic check"
"No",19.45,"Male","Gen Z","Yes",5,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"No",88.2,"Male","Millenial","Yes",49,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",56.8,"Female","Gen Z","Yes",55,"Yes","DSL_16MB/S","No","Two year","No","PrePaid"
"No",99.4,"Female","Millenial","Yes",71,"Yes","Fiber optic","No","Two year","Yes","Electronic check"
"No",20.1,"Female","Gen Z","Yes",72,"Yes","Base DSL_16MB/S","No","Two year","Yes","Credit card (automatic)"
"No",60.7,"Male","Gen Z","Yes",36,"No","DSL_16MB/S","No","One year","No","Credit card (automatic)"
"No",20.95,"Male","Gen Z","Yes",25,"Yes","Base DSL_16MB/S","No","One year","Yes","Bank transfer (automatic)"
"No",114.85,"Female","Millenial","Yes",72,"Yes","Fiber optic","Yes","Two year","Yes","Bank transfer (automatic)"
"No",19.25,"Female","Gen Z","No",36,"Yes","Base DSL_16MB/S","No","One year","Yes","Bank transfer (automatic)"
"No",62.8,"Male","Gen Z","No",1,"Yes","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",105.5,"Female","Gen Z","Yes",72,"Yes","Fiber optic","Yes","Two year","Yes","Electronic check"
"No",19.85,"Male","Gen Z","Yes",59,"Yes","Base DSL_16MB/S","No","Two year","No","PrePaid"
"No",74.1,"Female","Gen Z","No",1,"Yes","DSL_16MB/S","No","One year","No","Credit card (automatic)"
"No",68.8,"Male","Gen Z","No",63,"Yes","DSL_16MB/S","Yes","One year","No","Bank transfer (automatic)"
"No",84.5,"Female","Gen Z","No",62,"Yes","DSL_16MB/S","Yes","Two year","No","Bank transfer (automatic)"
"No",111.2,"Male","Gen Z","Yes",67,"Yes","Fiber optic","Yes","Two year","Yes","Bank transfer (automatic)"
"Yes",44.75,"Male","Gen Z","No",6,"Yes","DSL_16MB/S","No","Month-to-month","No","Electronic check"
"No",57.6,"Female","Gen Z","Yes",24,"No","DSL_16MB/S","No","One year","No","Electronic check"
"Yes",44.05,"Female","Gen Z","Yes",11,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",110.6,"Male","Gen Z","Yes",72,"Yes","Fiber optic","Yes","Two year","Yes","Credit card (automatic)"
"No",81,"Female","Gen Z","Yes",45,"Yes","DSL_16MB/S","No","Two year","Yes","PrePaid"
"No",19.7,"Female","Gen Z","Yes",69,"Yes","Base DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"Yes",85.6,"Male","Millenial","Yes",15,"Yes","Fiber optic","Yes","Month-to-month","Yes","Bank transfer (automatic)"
"No",59.55,"Female","Gen Z","No",28,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Bank transfer (automatic)"
"Yes",115.55,"Female","Gen Z","No",70,"Yes","Fiber optic","Yes","One year","No","Credit card (automatic)"
"Yes",86.6,"Male","Millenial","No",16,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",85.2,"Female","Gen Z","No",18,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",97.65,"Female","Gen Z","Yes",34,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",70.95,"Male","Gen Z","No",48,"Yes","DSL_16MB/S","Yes","One year","Yes","Bank transfer (automatic)"
"Yes",89.55,"Female","Gen Z","Yes",39,"Yes","Fiber optic","Yes","One year","Yes","Electronic check"
"No",20.9,"Female","Gen Z","Yes",11,"Yes","Base DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"No",19.95,"Male","Gen Z","No",7,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",24.6,"Female","Gen Z","No",3,"Yes","Base DSL_16MB/S","Yes","Month-to-month","No","PrePaid"
"No",66.7,"Male","Gen Z","No",8,"Yes","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"Yes",19.45,"Male","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",94.8,"Male","Gen Z","Yes",32,"Yes","Fiber optic","No","One year","No","PrePaid"
"No",65.85,"Male","Gen Z","Yes",60,"Yes","DSL_16MB/S","No","One year","Yes","Bank transfer (automatic)"
"No",19.95,"Female","Gen Z","Yes",10,"Yes","Base DSL_16MB/S","No","Month-to-month","Yes","Bank transfer (automatic)"
"No",24.65,"Female","Gen Z","Yes",71,"Yes","Base DSL_16MB/S","Yes","Two year","Yes","Bank transfer (automatic)"
"Yes",20.35,"Female","Gen Z","Yes",4,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"Yes",69.25,"Female","Millenial","No",1,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",51.25,"Female","Gen Z","Yes",43,"No","DSL_16MB/S","No","One year","Yes","Bank transfer (automatic)"
"No",54.25,"Female","Gen Z","Yes",23,"Yes","DSL_16MB/S","No","Month-to-month","No","Electronic check"
"No",19.4,"Female","Gen Z","Yes",72,"Yes","Base DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"No",56.25,"Male","Gen Z","Yes",22,"Yes","DSL_16MB/S","No","One year","Yes","Credit card (automatic)"
"No",25.15,"Female","Gen Z","No",1,"No","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",23.95,"Male","Gen Z","No",69,"Yes","Base DSL_16MB/S","Yes","Two year","No","Bank transfer (automatic)"
"No",35.4,"Male","Gen Z","No",50,"No","DSL_16MB/S","No","One year","Yes","PrePaid"
"Yes",45,"Male","Gen Z","No",2,"Yes","DSL_16MB/S","No","Month-to-month","Yes","PrePaid"
"No",75.35,"Female","Gen Z","Yes",15,"Yes","Fiber optic","No","Month-to-month","No","Bank transfer (automatic)"
"No",20.4,"Male","Gen Z","No",31,"Yes","Base DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"Yes",20.15,"Male","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
"Yes",105,"Male","Gen Z","Yes",66,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",56.05,"Female","Gen Z","Yes",0,"No","DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"No",20,"Female","Gen Z","No",8,"Yes","Base DSL_16MB/S","No","Two year","No","PrePaid"
"No",73.05,"Male","Gen Z","Yes",64,"Yes","DSL_16MB/S","No","One year","Yes","Credit card (automatic)"
"No",100.75,"Female","Gen Z","Yes",57,"Yes","Fiber optic","Yes","One year","Yes","Credit card (automatic)"
"Yes",87.25,"Female","Gen Z","Yes",14,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",19.95,"Male","Gen Z","No",19,"Yes","Base DSL_16MB/S","No","Two year","Yes","PrePaid"
"Yes",79.95,"Male","Gen Z","Yes",10,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",49.65,"Female","Gen Z","Yes",51,"No","DSL_16MB/S","No","Month-to-month","Yes","Electronic check"
"No",60.95,"Male","Gen Z","Yes",72,"No","DSL_16MB/S","No","Two year","No","Bank transfer (automatic)"
"Yes",88.35,"Female","Gen Z","No",18,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",75.2,"Female","Gen Z","No",9,"Yes","Fiber optic","Yes","Month-to-month","Yes","Credit card (automatic)"
"No",70.15,"Male","Gen Z","No",10,"Yes","Fiber optic","No","Month-to-month","No","PrePaid"
"Yes",94.75,"Female","Gen Z","No",9,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",95.05,"Female","Millenial","No",13,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"Yes",78.45,"Male","Gen Z","No",4,"Yes","Fiber optic","Yes","Month-to-month","No","Electronic check"
"Yes",70.2,"Male","Gen Z","No",4,"Yes","Fiber optic","No","Month-to-month","Yes","Electronic check"
"No",92,"Female","Gen Z","Yes",72,"Yes","DSL_16MB/S","Yes","Two year","No","Bank transfer (automatic)"
"No",85.5,"Female","Gen Z","Yes",51,"Yes","DSL_16MB/S","No","Two year","No","Credit card (automatic)"
"Yes",85.6,"Male","Gen Z","Yes",10,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",82.15,"Male","Millenial","Yes",61,"Yes","Fiber optic","Yes","Month-to-month","Yes","Electronic check"
"No",60.9,"Female","Gen Z","No",33,"Yes","DSL_16MB/S","Yes","Month-to-month","Yes","PrePaid"
"No",95.3,"Male","Gen Z","No",23,"Yes","Fiber optic","No","Month-to-month","No","PrePaid"
"No",19.85,"Male","Gen Z","No",1,"Yes","Base DSL_16MB/S","No","Month-to-month","No","PrePaid"
